,Date,Open,Close,High,Movement,aggregate_sentiment_score,lagged_sentiment_score
356,2022-02-04,4482.79,4500.52,4539.66,1,1.3877787807814457e-17,-2.37
357,2022-02-03,4535.41,4477.43,4542.87,0,-2.37,-0.64
358,2022-02-02,4566.39,4589.37,4595.31,1,-0.64,-0.46
359,2022-02-01,4519.56,4546.54,4550.49,1,-0.46,2.0816681711721685e-17
360,2022-01-31,4431.79,4515.54,4516.89,0,2.0816681711721685e-17,0.36
361,2022-01-28,4336.18,4431.85,4432.72,1,0.36,-0.039999999999999994
362,2022-01-27,4380.58,4326.5,4428.74,1,-0.039999999999999994,0.81
363,2022-01-26,4408.43,4349.93,4453.22,1,0.81,-0.7899999999999999
364,2022-01-25,4366.64,4356.45,4411.0,0,-0.7899999999999999,-1.76
365,2022-01-24,4356.31,4410.12,4417.35,0,-1.76,-0.52
366,2022-01-21,4471.37,4397.93,4494.52,0,-0.52,0.12
367,2022-01-20,4547.35,4482.72,4602.1,1,0.12,0.2
368,2022-01-19,4588.02,4532.75,4611.54,1,0.2,-2.16
369,2022-01-18,4632.24,4577.1,4632.24,0,-2.16,-1.22
370,2022-01-14,4637.99,4662.85,4665.12,0,-1.22,-0.51
371,2022-01-13,4733.56,4659.02,4744.12,1,-0.51,-0.69
372,2022-01-12,4728.58,4726.35,4748.83,1,-0.69,-0.21000000000000002
373,2022-01-11,4669.14,4713.06,4714.12,0,-0.21000000000000002,-0.49
374,2022-01-10,4655.33,4670.29,4673.02,0,-0.49,-0.43
375,2022-01-07,4697.66,4677.02,4707.95,1,-0.43,0.53
376,2022-01-06,4693.39,4696.04,4725.0,0,0.53,0.55
377,2022-01-05,4787.99,4700.58,4797.7,0,0.55,0.39
378,2022-01-04,4804.5,4793.54,4818.62,1,0.39,1.4300000000000002
379,2022-01-03,4778.14,4796.56,4796.64,1,1.4300000000000002,-0.19
380,2021-12-31,4775.2,4766.18,4786.83,0,-0.19,0.95
381,2021-12-30,4794.22,4778.72,4808.93,1,0.95,0.3
382,2021-12-29,4788.64,4793.06,4804.06,1,0.3,0.54
383,2021-12-28,4795.49,4786.35,4807.02,1,0.54,1.13
384,2021-12-27,4733.99,4791.18,4791.49,1,1.13,1.32
385,2021-12-23,4703.95,4725.79,4740.74,1,1.32,0.13
386,2021-12-22,4650.35,4696.56,4697.66,1,0.13,-0.04
387,2021-12-21,4594.95,4649.22,4651.14,1,-0.04,-1.82
388,2021-12-20,4587.89,4568.02,4587.89,0,-1.82,-0.81
389,2021-12-17,4652.5,4620.64,4666.7,0,-0.81,0.13999999999999996
390,2021-12-16,4719.12,4668.66,4731.99,1,0.13999999999999996,0.3500000000000001
391,2021-12-15,4636.45,4709.85,4712.6,1,0.3500000000000001,0.35
392,2021-12-14,4642.99,4634.08,4660.47,0,0.35,-0.52
393,2021-12-13,4710.29,4668.97,4710.29,0,-0.52,0.04
394,2021-12-10,4687.64,4712.02,4713.56,1,0.04,0.16
395,2021-12-09,4691.0,4667.45,4695.25,0,0.16,-0.25
396,2021-12-08,4690.85,4701.2,4705.06,1,-0.25,0.97
397,2021-12-07,4631.97,4686.75,4694.04,1,0.97,-0.08000000000000002
398,2021-12-06,4548.37,4591.66,4612.6,1,-0.08000000000000002,-1.1199999999999999
399,2021-12-03,4589.49,4538.43,4608.02,1,-1.1199999999999999,-0.09999999999999999
400,2021-12-02,4504.72,4577.1,4595.45,0,-0.09999999999999999,-0.41000000000000003
401,2021-12-01,4602.81,4513.04,4652.93,1,-0.41000000000000003,-1.26
402,2021-11-30,4640.25,4567.0,4646.02,0,-1.26,0.34
403,2021-11-29,4628.75,4655.27,4672.95,1,0.34,-2.34
404,2021-11-26,4664.62,4594.62,4664.62,0,-2.34,1.74
405,2021-11-24,4675.77,4701.45,4702.87,0,1.74,-0.060000000000000005
406,2021-11-23,4678.47,4690.7,4699.39,0,-0.060000000000000005,1.66
407,2021-11-22,4712.0,4682.93,4743.83,1,1.66,0.6200000000000001
408,2021-11-19,4708.43,4697.95,4717.75,1,0.6200000000000001,0.37
409,2021-11-18,4700.72,4704.54,4708.79,1,0.37,0.15999999999999992
410,2021-11-17,4701.5,4688.66,4701.5,1,0.15999999999999992,1.33
411,2021-11-16,4679.41,4700.89,4714.95,0,1.33,0.039999999999999994
412,2021-11-15,4689.29,4682.79,4697.41,1,0.039999999999999994,-0.42000000000000004
413,2021-11-12,4655.24,4682.85,4688.47,1,-0.42000000000000004,0.46
414,2021-11-11,4659.39,4649.27,4664.54,1,0.46,-0.26
415,2021-11-10,4670.25,4646.7,4684.85,0,-0.26,-0.29
416,2021-11-09,4707.25,4685.25,4708.52,1,-0.29,0.4
417,2021-11-08,4701.47,4701.7,4714.91,1,0.4,2.28
418,2021-11-05,4699.25,4697.52,4718.5,1,2.28,0.36999999999999994
419,2021-11-04,4662.93,4680.06,4683.0,1,0.36999999999999994,1.9
420,2021-11-03,4630.64,4660.56,4663.45,0,1.9,2.66
421,2021-11-02,4613.33,4630.64,4635.14,0,2.66,1.43
422,2021-11-01,4610.62,4613.66,4620.33,1,1.43,0.13
423,2021-10-29,4572.87,4605.37,4608.08,0,0.13,0.66
424,2021-10-28,4562.83,4596.41,4597.54,1,0.66,0.29000000000000004
425,2021-10-27,4580.22,4551.68,4584.56,1,0.29000000000000004,1.52
426,2021-10-26,4578.68,4574.79,4598.52,1,1.52,1.67
427,2021-10-25,4553.68,4566.47,4572.62,1,1.67,0.75
428,2021-10-22,4546.12,4544.89,4559.66,0,0.75,0.1
429,2021-10-21,4532.24,4549.77,4551.43,0,0.1,-0.13
430,2021-10-20,4524.41,4536.18,4540.87,1,-0.13,0.20999999999999996
431,2021-10-19,4497.33,4519.62,4520.39,1,0.20999999999999996,1.01
432,2021-10-18,4463.72,4486.45,4488.75,0,1.01,0.36999999999999994
433,2021-10-15,4447.68,4471.37,4475.81,1,0.36999999999999994,0.12000000000000001
434,2021-10-14,4386.75,4438.25,4439.72,1,0.12000000000000001,-0.26
435,2021-10-13,4358.0,4363.79,4372.87,1,-0.26,0.4
436,2021-10-12,4368.31,4350.64,4374.89,1,0.4,-0.4
437,2021-10-11,4385.43,4361.18,4415.87,0,-0.4,-0.72
438,2021-10-08,4406.5,4391.33,4412.02,1,-0.72,0.92
439,2021-10-07,4383.72,4399.75,4429.97,1,0.92,-0.08000000000000002
440,2021-10-06,4319.56,4363.54,4365.56,0,-0.08000000000000002,-1.38
441,2021-10-05,4309.87,4345.72,4369.22,1,-1.38,-0.19
442,2021-10-04,4348.83,4300.45,4355.5,0,-0.19,-0.35
443,2021-10-01,4317.16,4357.04,4375.18,1,-0.35,0.65
444,2021-09-30,4370.66,4307.54,4382.54,1,0.65,0.18
445,2021-09-29,4362.41,4359.45,4385.56,1,0.18,0.06999999999999999
446,2021-09-28,4419.54,4352.62,4419.54,0,0.06999999999999999,0.0
447,2021-09-27,4442.12,4443.1,4457.29,0,0.0,-0.43
448,2021-09-24,4438.04,4455.47,4463.12,0,-0.43,0.82
449,2021-09-23,4406.75,4448.97,4465.39,1,0.82,0.45
450,2021-09-22,4367.43,4395.64,4416.75,1,0.45,0.43
451,2021-09-21,4374.45,4354.18,4394.87,1,0.43,-2.52
452,2021-09-20,4402.95,4357.72,4402.95,0,-2.52,0.02
453,2021-09-17,4469.74,4432.99,4471.52,0,0.02,0.32
454,2021-09-16,4477.08,4473.75,4485.87,0,0.32,-0.39
455,2021-09-15,4447.49,4480.7,4486.87,1,-0.39,-0.030000000000000006
456,2021-09-14,4479.33,4443.04,4485.68,1,-0.030000000000000006,0.09
457,2021-09-13,4474.81,4468.72,4492.99,1,0.09,-0.020000000000000004
458,2021-09-10,4506.91,4458.58,4520.47,1,-0.020000000000000004,-0.32
459,2021-09-09,4513.02,4493.27,4529.89,0,-0.32,0.23000000000000004
460,2021-09-08,4518.08,4514.06,4521.79,0,0.23000000000000004,-1.09
461,2021-09-07,4535.37,4520.02,4535.37,0,-1.09,-0.13
462,2021-09-03,4532.41,4535.43,4541.45,0,-0.13,-0.05999999999999997
463,2021-09-02,4534.47,4536.95,4545.85,1,-0.05999999999999997,0.029999999999999943
464,2021-09-01,4528.79,4524.08,4537.1,1,0.029999999999999943,0.36
465,2021-08-31,4529.75,4522.68,4531.39,1,0.36,0.9199999999999999
466,2021-08-30,4513.75,4528.79,4537.35,1,0.9199999999999999,1.1500000000000001
467,2021-08-27,4474.1,4509.37,4513.33,1,1.1500000000000001,-0.26
468,2021-08-26,4493.75,4470.0,4495.89,0,-0.26,0.24000000000000005
469,2021-08-25,4490.45,4496.18,4501.7,1,0.24000000000000005,2.0
470,2021-08-24,4484.39,4486.22,4492.81,1,2.0,0.8500000000000001
471,2021-08-23,4450.29,4479.52,4489.87,1,0.8500000000000001,-0.51
472,2021-08-20,4410.56,4441.66,4444.35,1,-0.51,0.08000000000000004
473,2021-08-19,4382.43,4405.79,4418.6,0,0.08000000000000004,-1.02
474,2021-08-18,4440.93,4400.27,4454.31,0,-1.02,-1.29
475,2021-08-17,4462.12,4448.08,4462.12,0,-1.29,0.39999999999999997
476,2021-08-16,4461.64,4479.7,4480.25,0,0.39999999999999997,-0.06999999999999999
477,2021-08-13,4464.83,4468.0,4468.37,1,-0.06999999999999999,0.6000000000000001
478,2021-08-12,4446.08,4460.83,4461.77,1,0.6000000000000001,0.58
479,2021-08-11,4442.18,4442.41,4449.43,1,0.58,0.63
480,2021-08-10,4435.79,4436.75,4445.2,1,0.63,0.19
481,2021-08-09,4437.77,4432.35,4439.39,1,0.19,1.65
482,2021-08-06,4429.06,4436.52,4440.81,0,1.65,1.36
483,2021-08-05,4408.85,4429.1,4429.75,1,1.36,-1.31
484,2021-08-04,4415.95,4402.66,4416.16,0,-1.31,0.27
485,2021-08-03,4392.74,4423.14,4423.79,1,0.27,1.03
486,2021-08-02,4406.85,4387.16,4422.18,1,1.03,-0.75
487,2021-07-30,4395.12,4395.25,4412.25,0,-0.75,0.49
488,2021-07-29,4403.58,4419.14,4429.97,1,0.49,-0.10999999999999999
489,2021-07-28,4402.95,4400.64,4415.47,1,-0.10999999999999999,0.15000000000000002
490,2021-07-27,4416.37,4401.45,4416.37,0,0.15000000000000002,0.8800000000000001
491,2021-07-26,4409.58,4422.29,4422.72,0,0.8800000000000001,1.27
492,2021-07-23,4381.2,4411.79,4415.18,1,1.27,0.32
493,2021-07-22,4361.27,4367.47,4369.87,1,0.32,0.67
494,2021-07-21,4331.12,4358.68,4359.7,1,0.67,0.02
495,2021-07-20,4265.1,4323.06,4336.83,1,0.02,-1.52
496,2021-07-19,4296.39,4258.49,4296.39,0,-1.52,0.33999999999999997
497,2021-07-16,4367.43,4327.16,4375.08,1,0.33999999999999997,-0.09
498,2021-07-15,4369.02,4360.02,4369.02,0,-0.09,0.5000000000000001
499,2021-07-14,4380.1,4374.29,4393.68,1,0.5000000000000001,0.71
500,2021-07-13,4381.06,4369.2,4392.37,0,0.71,1.03
501,2021-07-12,4372.41,4384.62,4386.68,1,1.03,0.55
502,2021-07-09,4329.37,4369.54,4371.6,1,0.55,-0.8300000000000001
503,2021-07-08,4321.06,4320.81,4330.87,0,-0.8300000000000001,0.04999999999999994
504,2021-07-07,4351.0,4358.12,4361.87,1,0.04999999999999994,1.17
505,2021-07-06,4356.45,4343.54,4356.45,1,1.17,1.9
506,2021-07-02,4326.6,4352.33,4355.43,1,1.9,0.96
507,2021-07-01,4300.72,4319.93,4320.66,1,0.96,0.46
508,2021-06-30,4290.64,4297.5,4302.43,0,0.46,0.49
509,2021-06-29,4293.2,4291.79,4300.52,1,0.49,1.56
510,2021-06-28,4284.89,4290.6,4292.14,1,1.56,0.13000000000000006
511,2021-06-25,4274.45,4280.7,4286.12,1,0.13000000000000006,1.3
512,2021-06-24,4256.97,4266.49,4271.27,1,1.3,0.06999999999999995
513,2021-06-23,4249.27,4241.83,4256.6,1,0.06999999999999995,0.9500000000000001
514,2021-06-22,4224.6,4246.43,4255.83,0,0.9500000000000001,-0.05999999999999994
515,2021-06-21,4173.39,4224.79,4226.24,1,-0.05999999999999994,-0.87
516,2021-06-18,4204.77,4166.45,4204.77,0,-0.87,0.62
517,2021-06-17,4220.37,4221.85,4232.29,0,0.62,-1.06
518,2021-06-16,4248.87,4223.7,4251.89,1,-1.06,0.21
519,2021-06-15,4255.27,4246.58,4257.16,1,0.21,1.0499999999999998
520,2021-06-14,4248.31,4255.14,4255.58,1,1.0499999999999998,0.91
521,2021-06-11,4242.89,4247.43,4248.37,1,0.91,0.37
522,2021-06-10,4228.56,4239.18,4249.74,1,0.37,-0.42000000000000004
523,2021-06-09,4232.99,4219.54,4237.08,1,-0.42000000000000004,0.39
524,2021-06-08,4233.81,4227.25,4236.74,1,0.39,-0.030000000000000002
525,2021-06-07,4229.33,4226.52,4232.33,0,-0.030000000000000002,-0.59
526,2021-06-04,4206.04,4229.89,4233.45,1,-0.59,-0.64
527,2021-06-03,4191.43,4192.85,4204.39,0,-0.64,-0.15000000000000002
528,2021-06-02,4206.81,4208.12,4217.37,1,-0.15000000000000002,-0.030000000000000054
529,2021-06-01,4216.52,4202.04,4234.12,1,-0.030000000000000054,0.61
530,2021-05-28,4210.77,4204.1,4218.35,1,0.61,-0.72
531,2021-05-27,4201.93,4200.87,4213.37,1,-0.72,-0.18000000000000002
532,2021-05-26,4191.58,4195.99,4202.6,1,-0.18000000000000002,-0.01999999999999999
533,2021-05-25,4205.93,4188.12,4213.41,1,-0.01999999999999999,1.47
534,2021-05-24,4170.16,4197.04,4209.52,1,1.47,0.96
535,2021-05-21,4168.6,4155.85,4188.72,1,0.96,-0.75
536,2021-05-20,4121.97,4159.12,4172.79,1,-0.75,-1.45
537,2021-05-19,4098.45,4115.68,4116.93,0,-1.45,-0.63
538,2021-05-18,4165.93,4127.83,4169.14,1,-0.63,-1.37
539,2021-05-17,4169.91,4163.29,4171.91,0,-1.37,0.48000000000000004
540,2021-05-14,4129.58,4173.85,4183.12,1,0.48000000000000004,-0.48000000000000004
541,2021-05-13,4074.98,4112.5,4131.58,1,-0.48000000000000004,-0.95
542,2021-05-12,4130.54,4063.04,4134.72,0,-0.95,-1.48
543,2021-05-11,4150.33,4152.1,4162.04,0,-1.48,-0.46
544,2021-05-10,4228.29,4188.43,4236.39,0,-0.46,-0.08000000000000002
545,2021-05-07,4210.33,4232.6,4238.04,1,-0.08000000000000002,1.1500000000000001
546,2021-05-06,4169.14,4201.62,4202.7,1,1.1500000000000001,-0.52
547,2021-05-05,4177.06,4167.58,4187.72,1,-0.52,1.09
548,2021-05-04,4179.04,4164.66,4179.04,0,1.09,0.19
549,2021-05-03,4191.97,4192.66,4209.39,1,0.19,1.18
550,2021-04-30,4198.1,4181.16,4198.1,0,1.18,1.1600000000000001
551,2021-04-29,4206.14,4211.47,4218.77,1,1.1600000000000001,0.76
552,2021-04-28,4185.14,4183.18,4201.52,0,0.76,1.1400000000000001
553,2021-04-27,4188.25,4186.72,4193.35,1,1.1400000000000001,0.27
554,2021-04-26,4185.02,4187.62,4194.18,1,0.27,1.78
555,2021-04-23,4138.77,4180.16,4194.16,1,1.78,-0.03999999999999991
556,2021-04-22,4170.45,4134.97,4179.56,0,-0.03999999999999991,-0.66
557,2021-04-21,4128.41,4173.41,4175.02,0,-0.66,-0.19
558,2021-04-20,4159.18,4134.93,4159.18,0,-0.19,-0.55
559,2021-04-19,4179.79,4163.25,4180.81,0,-0.55,1.9899999999999998
560,2021-04-16,4174.14,4185.47,4191.31,1,1.9899999999999998,2.3600000000000003
561,2021-04-15,4139.75,4170.41,4173.49,1,2.3600000000000003,0.72
562,2021-04-14,4141.58,4124.66,4151.68,0,0.72,0.8
563,2021-04-13,4130.1,4141.58,4148.0,1,0.8,-0.05
564,2021-04-12,4124.7,4127.99,4131.75,0,-0.05,0.06999999999999999
565,2021-04-09,4096.1,4128.79,4129.47,0,0.06999999999999999,1.1800000000000002
566,2021-04-08,4089.94,4097.16,4098.18,1,1.1800000000000002,0.7100000000000001
567,2021-04-07,4074.29,4079.94,4083.12,1,0.7100000000000001,1.44
568,2021-04-06,4075.57,4073.93,4086.22,0,1.44,1.9
569,2021-04-05,4034.43,4077.9,4083.41,1,1.9,1.73
570,2021-04-01,3992.78,4019.87,4020.62,1,1.73,0.64
571,2021-03-31,3967.25,3972.88,3994.4,1,0.64,0.88
572,2021-03-30,3963.34,3958.55,3968.01,0,0.88,-0.12999999999999995
573,2021-03-29,3969.31,3971.09,3981.83,0,-0.12999999999999995,0.15000000000000002
574,2021-03-26,3917.12,3974.54,3978.18,1,0.15000000000000002,0.36000000000000004
575,2021-03-25,3879.34,3909.52,3919.54,0,0.36000000000000004,0.15
576,2021-03-24,3919.92,3889.13,3942.08,1,0.15,0.009999999999999998
577,2021-03-23,3937.6,3910.52,3949.12,0,0.009999999999999998,-0.97
578,2021-03-22,3916.47,3940.59,3955.31,1,-0.97,-0.04999999999999999
579,2021-03-19,3913.13,3913.1,3930.12,0,-0.04999999999999999,0.59
580,2021-03-18,3953.5,3915.45,3969.62,0,0.59,1.03
581,2021-03-17,3949.57,3974.12,3983.87,0,1.03,0.5
582,2021-03-16,3973.59,3962.7,3981.04,1,0.5,2.15
583,2021-03-15,3942.95,3968.93,3970.08,0,2.15,0.8099999999999999
584,2021-03-12,3924.52,3943.34,3944.98,0,0.8099999999999999,0.99
585,2021-03-11,3915.54,3939.34,3960.27,1,0.99,0.88
586,2021-03-10,3891.98,3898.81,3917.35,1,0.88,1.8399999999999999
587,2021-03-09,3851.92,3875.43,3903.76,1,1.8399999999999999,2.31
588,2021-03-08,3844.38,3821.35,3881.06,1,2.31,0.27
589,2021-03-05,3793.58,3841.93,3851.68,1,0.27,-0.4600000000000001
590,2021-03-04,3818.53,3768.46,3843.66,0,-0.4600000000000001,1.1199999999999999
591,2021-03-03,3863.98,3819.71,3874.46,0,1.1199999999999999,0.75
592,2021-03-02,3903.63,3870.29,3906.4,1,0.75,2.56
593,2021-03-01,3842.51,3901.82,3914.5,1,2.56,-0.51
594,2021-02-26,3839.65,3811.14,3861.08,1,-0.51,0.35
595,2021-02-25,3915.8,3829.34,3925.02,0,0.35,0.62
596,2021-02-24,3873.7,3925.42,3928.64,0,0.62,0.53
597,2021-02-23,3857.07,3881.37,3895.97,0,0.53,-1.35
598,2021-02-22,3885.55,3876.5,3902.91,0,-1.35,0.14
599,2021-02-19,3921.15,3906.7,3930.4,1,0.14,-1.26
600,2021-02-18,3915.86,3913.96,3921.97,0,-1.26,1.52
601,2021-02-17,3918.5,3931.33,3933.61,0,1.52,3.04
602,2021-02-16,3939.61,3932.59,3950.42,1,3.04,1.0
603,2021-02-12,3911.64,3934.83,3937.22,0,1.0,0.28
604,2021-02-11,3916.39,3916.37,3925.98,1,0.28,1.19
605,2021-02-10,3920.78,3909.87,3931.5,1,1.19,0.89
606,2021-02-09,3910.48,3911.22,3918.35,0,0.89,4.4
607,2021-02-08,3892.59,3915.59,3915.77,1,4.4,1.95
608,2021-02-05,3878.3,3886.83,3894.56,1,1.95,2.69
609,2021-02-04,3836.65,3871.73,3872.41,1,2.69,1.81
610,2021-02-03,3840.27,3830.16,3847.51,1,1.81,1.46
611,2021-02-02,3791.84,3826.31,3843.09,1,1.46,0.21999999999999997
612,2021-02-01,3731.16,3773.86,3784.32,1,0.21999999999999997,0.47
613,2021-01-29,3778.05,3714.23,3778.05,0,0.47,-0.17000000000000004
614,2021-01-28,3755.75,3787.37,3830.5,1,-0.17000000000000004,-1.46
615,2021-01-27,3836.83,3750.77,3836.83,0,-1.46,0.11999999999999998
616,2021-01-26,3862.95,3849.62,3870.89,1,0.11999999999999998,1.66
617,2021-01-25,3851.67,3855.36,3859.22,1,1.66,0.22
618,2021-01-22,3844.23,3841.46,3852.31,0,0.22,1.95
619,2021-01-21,3857.45,3853.07,3861.44,1,1.95,2.4
620,2021-01-20,3816.21,3851.85,3859.75,1,2.4,0.49
621,2021-01-19,3781.87,3798.9,3804.53,1,0.49,-0.019999999999999997
622,2021-01-15,3788.72,3768.25,3788.72,0,-0.019999999999999997,0.63
623,2021-01-14,3814.97,3795.54,3823.6,1,0.63,-0.55
624,2021-01-13,3802.22,3809.84,3820.95,1,-0.55,0.020000000000000018
625,2021-01-12,3801.62,3801.18,3810.78,1,0.020000000000000018,-0.95
626,2021-01-11,3803.13,3799.61,3817.86,0,-0.95,1.51
627,2021-01-08,3815.05,3824.67,3826.68,1,1.51,2.27
628,2021-01-07,3764.7,3803.79,3811.55,1,2.27,0.4299999999999999
629,2021-01-06,3712.19,3748.13,3783.04,0,0.4299999999999999,-0.48000000000000004
630,2021-01-05,3698.02,3726.86,3737.83,0,-0.48000000000000004,-0.4200000000000001
631,2021-01-04,3764.61,3700.64,3769.98,1,-0.4200000000000001,0.66
632,2020-12-31,3733.27,3756.07,3760.19,1,0.66,0.56
633,2020-12-30,3736.18,3732.04,3744.62,1,0.56,1.88
634,2020-12-29,3750.01,3727.04,3756.12,1,1.88,0.73
635,2020-12-28,3723.03,3735.36,3740.51,1,0.73,0.28
636,2020-12-24,3694.03,3703.06,3703.82,1,0.28,-0.9399999999999998
637,2020-12-23,3693.41,3690.01,3711.23,1,-0.9399999999999998,-0.22999999999999993
638,2020-12-22,3698.08,3687.26,3698.26,1,-0.22999999999999993,-0.25000000000000006
639,2020-12-21,3684.28,3694.91,3702.89,0,-0.25000000000000006,-0.33
640,2020-12-18,3722.38,3709.4,3726.69,0,-0.33,0.12000000000000001
641,2020-12-17,3713.64,3722.47,3725.12,1,0.12000000000000001,-0.15000000000000005
642,2020-12-16,3696.25,3701.16,3711.27,1,-0.15000000000000005,0.30000000000000004
643,2020-12-15,3666.4,3694.62,3695.29,1,0.30000000000000004,1.94
644,2020-12-14,3675.27,3647.48,3697.61,1,1.94,-0.35
645,2020-12-11,3656.08,3663.45,3665.9,0,-0.35,0.21
646,2020-12-10,3659.12,3668.1,3678.48,0,0.21,1.9100000000000001
647,2020-12-09,3705.97,3672.82,3712.38,1,1.9100000000000001,1.56
648,2020-12-08,3683.05,3702.25,3708.44,0,1.56,0.43999999999999984
649,2020-12-07,3694.72,3691.95,3697.4,0,0.43999999999999984,1.97
650,2020-12-04,3670.93,3699.12,3699.19,1,1.97,0.82
651,2020-12-03,3668.28,3666.71,3682.72,0,0.82,-0.46
652,2020-12-02,3653.78,3669.01,3670.95,0,-0.46,3.0100000000000002
653,2020-12-01,3645.87,3662.44,3678.44,1,3.0100000000000002,-0.47000000000000003
654,2020-11-30,3634.17,3621.62,3634.17,0,-0.47000000000000003,1.14
655,2020-11-27,3638.55,3638.35,3644.31,1,1.14,-0.29000000000000004
656,2020-11-25,3635.5,3629.64,3635.5,1,-0.29000000000000004,2.12
657,2020-11-24,3594.52,3635.4,3642.31,1,2.12,2.61
658,2020-11-23,3566.82,3577.59,3589.81,1,2.61,-1.31
659,2020-11-20,3579.31,3557.54,3581.22,0,-1.31,-0.71
660,2020-11-19,3559.4,3581.87,3585.21,0,-0.71,-0.13
661,2020-11-18,3612.09,3567.79,3619.09,1,-0.13,-0.22000000000000003
662,2020-11-17,3610.31,3609.53,3623.11,0,-0.22000000000000003,1.9900000000000002
663,2020-11-16,3600.15,3626.9,3628.51,1,1.9900000000000002,-0.06
664,2020-11-13,3552.57,3585.14,3593.65,1,-0.06,-0.09
665,2020-11-12,3562.66,3537.01,3569.02,0,-0.09,1.61
666,2020-11-11,3563.21,3572.65,3581.15,1,1.61,0.06999999999999992
667,2020-11-10,3543.26,3545.53,3557.21,0,0.06999999999999992,2.37
668,2020-11-09,3583.04,3550.5,3645.98,1,2.37,-0.34
669,2020-11-06,3508.34,3509.43,3521.58,0,-0.34,0.06999999999999999
670,2020-11-05,3485.73,3510.44,3529.05,1,0.06999999999999999,2.48
671,2020-11-04,3406.45,3443.43,3486.25,1,2.48,0.78
672,2020-11-03,3336.25,3369.15,3389.48,1,0.78,0.10999999999999997
673,2020-11-02,3296.19,3310.23,3330.13,1,0.10999999999999997,0.31000000000000005
674,2020-10-30,3293.59,3269.95,3304.92,0,0.31000000000000005,0.55
675,2020-10-29,3277.16,3310.11,3341.05,1,0.55,-2.47
676,2020-10-28,3342.47,3271.03,3342.47,0,-2.47,1.1099999999999999
677,2020-10-27,3403.14,3390.67,3409.51,1,1.1099999999999999,-0.77
678,2020-10-26,3441.41,3400.96,3441.41,0,-0.77,0.48
679,2020-10-23,3464.89,3465.38,3466.45,1,0.48,-0.050000000000000044
680,2020-10-22,3438.5,3453.48,3460.53,1,-0.050000000000000044,0.24999999999999997
681,2020-10-21,3439.9,3435.56,3464.86,0,0.24999999999999997,0.4
682,2020-10-20,3439.37,3443.12,3476.92,1,0.4,0.5
683,2020-10-19,3493.65,3426.91,3502.41,1,0.5,-0.010000000000000009
684,2020-10-16,3493.5,3483.81,3515.76,1,-0.010000000000000009,-0.9
685,2020-10-15,3453.71,3483.34,3489.08,0,-0.9,0.38
686,2020-10-14,3515.46,3488.66,3527.93,1,0.38,0.4
687,2020-10-13,3534.01,3511.92,3534.01,0,0.4,0.6000000000000001
688,2020-10-12,3500.02,3534.21,3549.85,1,0.6000000000000001,2.55
689,2020-10-09,3459.66,3477.13,3482.34,1,2.55,0.43
690,2020-10-08,3434.28,3446.83,3447.28,1,0.43,1.5699999999999998
691,2020-10-07,3384.56,3419.43,3426.26,1,1.5699999999999998,0.19000000000000003
692,2020-10-06,3408.73,3360.96,3431.56,1,0.19000000000000003,0.95
693,2020-10-05,3367.27,3408.6,3409.57,1,0.95,-1.6099999999999999
694,2020-10-02,3338.93,3348.41,3369.1,0,-1.6099999999999999,0.11
695,2020-10-01,3385.87,3380.8,3397.17,1,0.11,-0.26
696,2020-09-30,3341.2,3363.0,3393.56,1,-0.26,-0.7999999999999999
697,2020-09-29,3350.91,3335.46,3357.91,0,-0.7999999999999999,1.28
698,2020-09-28,3333.89,3351.6,3360.73,1,1.28,0.92
699,2020-09-25,3236.65,3298.45,3306.87,0,0.92,-0.34
700,2020-09-24,3226.13,3246.59,3278.69,0,-0.34,1.46
701,2020-09-23,3320.11,3236.91,3323.35,1,1.46,0.51
702,2020-09-22,3295.75,3315.57,3320.31,1,0.51,-1.75
703,2020-09-21,3285.57,3281.06,3285.57,0,-1.75,-0.3400000000000001
704,2020-09-18,3357.37,3319.46,3362.27,1,-0.3400000000000001,-0.9299999999999999
705,2020-09-17,3346.86,3357.01,3375.16,0,-0.9299999999999999,-0.05999999999999994
706,2020-09-16,3411.22,3385.48,3428.91,1,-0.05999999999999994,-0.13999999999999999
707,2020-09-15,3407.72,3401.19,3419.47,1,-0.13999999999999999,0.85
708,2020-09-14,3363.56,3383.54,3402.92,1,0.85,0.5700000000000001
709,2020-09-11,3352.69,3340.96,3368.94,1,0.5700000000000001,-0.45
710,2020-09-10,3412.56,3339.18,3425.55,1,-0.45,0.9199999999999999
711,2020-09-09,3369.82,3398.95,3424.77,1,0.9199999999999999,-1.78
712,2020-09-08,3371.87,3331.84,3379.96,0,-1.78,-0.25999999999999995
713,2020-09-04,3453.6,3426.95,3479.14,0,-0.25999999999999995,-1.27
714,2020-09-03,3564.73,3455.06,3564.85,0,-1.27,3.51
715,2020-09-02,3543.76,3580.84,3588.11,1,3.51,-0.97
716,2020-09-01,3507.43,3526.64,3528.03,1,-0.97,1.17
717,2020-08-31,3509.72,3500.31,3514.77,1,1.17,0.18
718,2020-08-28,3494.68,3508.01,3509.22,1,0.18,1.76
719,2020-08-27,3485.13,3484.55,3501.37,1,1.76,0.1
720,2020-08-26,3449.96,3478.72,3481.07,1,0.1,1.0699999999999998
721,2020-08-25,3435.94,3443.62,3444.2,1,1.0699999999999998,1.04
722,2020-08-24,3418.09,3431.28,3432.09,1,1.04,1.96
