Date,Open,Close,High,Volume
2020-06-09,240.66,243.3,244.17,35046300.0
2020-06-08,239.53,241.55,241.67,32937300.0
2020-06-05,236.22,239.69,240.3,47365600.0
2020-06-04,236.33,235.02,237.78,38716100.0
2020-06-03,236.25,236.69,237.47,37228700.0
2020-06-02,234.5,235.63,235.69,33383400.0
2020-06-01,232.46,234.05,234.44,25776000.0
2020-05-29,230.38,233.36,233.6,50691800.0
2020-05-28,229.11,229.99,233.47,42784300.0
2020-05-27,228.69,230.28,230.41,55665600.0
2020-05-26,233.36,229.03,233.57,33055300.0
2020-05-22,228.44,229.66,229.86,28762400.0
2020-05-21,231.44,228.86,232.13,43642900.0
2020-05-20,229.5,231.38,231.75,37417000.0
2020-05-19,227.69,226.86,229.85,36237300.0
2020-05-18,226.27,227.42,228.67,42398100.0
2020-05-15,218.77,223.27,223.33,55747200.0
2020-05-14,217.97,221.83,221.86,51549300.0
2020-05-13,222.66,219.33,224.61,65521200.0
2020-05-12,227.49,222.11,228.1,41054100.0
2020-05-11,223.49,226.86,227.92,35714100.0
2020-05-08,223.55,224.86,225.0,31852300.0
2020-05-07,221.82,221.82,222.72,38624800.0
2020-05-06,219.39,219.0,221.03,36455200.0
2020-05-05,217.44,217.66,220.13,37783100.0
2020-05-04,211.46,215.22,215.44,32841000.0
2020-05-01,214.5,212.74,216.66,48795000.0
2020-04-30,219.94,218.91,220.03,43359500.0
2020-04-29,216.19,219.0,219.97,48716400.0
2020-04-28,217.32,211.5,217.32,46862800.0
2020-04-27,216.19,215.55,216.63,36451700.0
2020-04-24,210.97,213.83,214.3,34231900.0
2020-04-23,211.78,210.52,214.44,43278500.0
2020-04-22,209.1,210.97,212.35,40089100.0
2020-04-21,210.6,204.88,211.16,72932800.0
2020-04-20,213.36,212.74,215.88,38249100.0
2020-04-17,216.16,215.28,216.5,62863200.0
2020-04-16,211.69,213.25,214.36,64657400.0
2020-04-15,208.47,209.42,211.83,47036000.0
2020-04-14,207.22,211.86,212.5,63959600.0
2020-04-13,200.0,203.02,203.41,42853900.0
2020-04-09,202.35,200.86,203.22,68252600.0
2020-04-08,198.14,200.57,201.16,45940400.0
2020-04-07,202.36,196.39,202.66,69904500.0
2020-04-06,190.47,196.47,197.64,64763500.0
2020-04-03,185.55,183.36,187.07,47487600.0
2020-04-02,181.24,186.0,190.1,56465300.0
2020-04-01,184.77,182.3,187.66,53715400.0
2020-03-31,191.72,190.39,195.25,62659300.0
2020-03-30,187.05,192.03,192.49,49356900.0
2020-03-27,186.92,185.3,190.5,58845000.0
2020-03-26,183.86,191.89,192.72,79887600.0
2020-03-25,184.41,182.3,189.5,88754900.0
2020-03-24,179.91,183.66,183.83,94881800.0
2020-03-23,170.91,170.46,174.21,124639800.0
2020-03-20,181.74,170.69,182.86,118983900.0
2020-03-19,175.69,177.66,183.49,120896500.0
2020-03-18,171.61,176.6,179.22,114156300.0
2020-03-17,175.47,182.13,184.38,121257100.0
2020-03-16,174.14,169.3,184.67,92054400.0
2020-03-13,187.07,192.33,194.47,134882000.0
2020-03-12,182.08,177.32,190.77,137820700.0
2020-03-11,199.35,195.22,200.75,89168800.0
2020-03-10,201.11,204.11,204.3,100599200.0
2020-03-09,193.47,193.57,201.16,116424000.0
2020-03-06,204.66,208.02,209.14,89828400.0
2020-03-05,212.69,211.58,216.36,78705500.0
2020-03-04,213.32,218.22,218.33,73086200.0
2020-03-03,217.11,209.47,219.61,131953500.0
2020-03-02,208.88,216.41,216.57,112933900.0
2020-02-28,198.63,205.8,207.16,148173700.0
2020-02-27,210.89,205.63,216.41,121822600.0
2020-02-26,216.71,216.47,220.27,79537700.0
2020-02-25,223.25,215.36,223.99,97743000.0
2020-02-24,221.67,221.38,224.25,84522600.0
2020-02-21,233.61,230.27,234.0,66017200.0
2020-02-20,236.46,234.77,236.94,42604000.0
2020-02-19,236.13,236.97,237.47,22230500.0
2020-02-18,233.5,234.72,235.16,24394500.0
2020-02-14,234.33,234.63,234.86,23438500.0
2020-02-13,232.63,233.97,234.92,22773200.0
2020-02-12,233.38,234.27,234.38,24471300.0
2020-02-11,233.25,232.0,234.02,30198000.0
2020-02-10,228.44,231.97,231.97,21478900.0
2020-02-07,229.16,229.19,230.44,25884900.0
2020-02-06,228.78,230.19,230.25,22467100.0
2020-02-05,230.21,228.22,230.25,38534800.0
2020-02-04,225.41,227.47,227.86,30691200.0
2020-02-03,220.13,222.38,222.88,25408600.0
2020-01-31,223.52,219.07,223.55,52015800.0
2020-01-30,220.38,222.6,222.69,39568100.0
2020-01-29,222.67,221.8,222.92,28924500.0
2020-01-28,219.63,221.44,221.96,26731900.0
2020-01-27,217.66,218.1,219.27,42264400.0
2020-01-24,225.63,222.69,225.88,37436500.0
2020-01-23,223.74,224.58,224.69,26496100.0
2020-01-22,224.41,223.86,225.14,20736400.0
2020-01-21,222.75,223.27,223.83,21146300.0
2020-01-17,223.27,223.38,223.55,24325200.0
2020-01-16,221.27,222.27,222.32,18805000.0
2020-01-15,220.19,220.16,221.19,25742100.0
2020-01-14,220.83,220.08,221.21,24418100.0
2020-01-13,219.33,220.94,220.97,22756900.0
2020-01-10,219.85,218.42,219.86,21898500.0
2020-01-09,218.94,218.99,219.41,23547000.0
2020-01-08,215.5,217.14,218.13,26397300.0
2020-01-07,215.63,215.52,216.13,22139300.0
2020-01-06,212.5,215.55,215.58,21655300.0
2020-01-03,213.3,214.17,215.47,27518900.0
2020-01-02,214.39,216.16,216.16,30969400.0
2019-12-31,211.52,212.61,212.75,18170900.0
2019-12-30,213.5,212.21,213.63,21815500.0
2019-12-27,214.53,213.61,214.55,18134100.0
2019-12-26,212.25,213.78,213.8,17067500.0
2019-12-24,212.0,211.91,212.08,7089000.0
2019-12-23,212.0,211.8,212.14,23774700.0
2019-12-20,211.86,211.71,212.52,27672600.0
2019-12-19,209.63,210.86,210.92,17865900.0
2019-12-18,209.57,209.55,210.13,15443300.0
2019-12-17,209.53,209.38,209.71,15996100.0
2019-12-16,208.55,209.27,209.52,21296600.0
2019-12-13,206.39,207.19,207.91,32519400.0
2019-12-12,204.77,206.5,207.32,32612000.0
2019-12-11,204.36,204.97,205.19,18780800.0
2019-12-10,204.16,203.89,204.88,21799800.0
2019-12-09,204.63,204.07,205.58,13984100.0
2019-12-06,204.3,205.0,205.14,16555300.0
2019-12-05,203.14,202.83,203.14,14962300.0
2019-12-04,202.44,202.42,202.91,15300100.0
2019-12-03,200.21,201.41,201.49,31104100.0
2019-12-02,205.11,203.0,205.17,28007000.0
2019-11-29,205.52,205.1,205.83,9854600.0
2019-11-27,205.13,206.03,206.05,16963100.0
2019-11-26,204.35,204.61,204.86,14780600.0
2019-11-25,202.69,204.22,204.25,17752800.0
2019-11-22,202.19,201.83,202.32,17189600.0
2019-11-21,201.92,201.69,202.07,17883600.0
2019-11-20,202.83,202.14,203.44,36629000.0
2019-11-19,203.83,203.36,203.83,16923300.0
2019-11-18,202.58,203.07,203.38,18365900.0
2019-11-15,202.64,202.91,202.91,18427900.0
2019-11-14,200.83,201.42,201.55,16945400.0
2019-11-13,200.83,201.58,201.77,15774600.0
2019-11-12,201.13,201.53,202.21,14778300.0
2019-11-11,200.21,200.96,201.03,10147600.0
2019-11-08,200.07,201.22,201.25,15258800.0
2019-11-07,200.75,200.42,201.72,17832400.0
2019-11-06,199.97,199.75,200.0,19725500.0
2019-11-05,200.35,200.21,200.55,15048900.0
2019-11-04,200.19,200.1,200.52,19015900.0
2019-11-01,197.92,198.86,198.88,22131900.0
2019-10-31,197.55,197.08,197.64,26801800.0
2019-10-30,196.41,196.99,197.32,21764300.0
2019-10-29,197.24,196.03,197.53,18569700.0
2019-10-28,196.55,197.57,197.83,18818700.0
2019-10-25,193.08,195.63,195.74,21507100.0
2019-10-24,193.58,194.08,194.21,18998500.0
2019-10-23,191.46,192.22,192.25,14828400.0
2019-10-22,194.14,191.85,194.41,22392300.0
2019-10-21,192.71,193.38,193.52,15801200.0
2019-10-18,193.19,191.69,193.66,27700800.0
2019-10-17,194.19,193.55,194.5,19045200.0
2019-10-16,192.86,193.03,193.52,20457100.0
2019-10-15,191.67,193.52,193.97,23234200.0
2019-10-14,190.83,191.08,191.69,14975000.0
2019-10-11,190.83,191.11,192.63,40976700.0
2019-10-10,187.27,188.67,189.42,25177700.0
2019-10-09,186.99,187.22,188.08,20147400.0
2019-10-08,187.05,185.41,187.86,32379300.0
2019-10-07,188.27,188.24,189.74,21216000.0
2019-10-04,187.08,188.8,189.08,31887600.0
2019-10-03,184.02,186.07,186.21,39392500.0
2019-10-02,186.0,184.05,186.02,48544300.0
2019-10-01,189.5,187.27,190.58,32367600.0
2019-09-30,187.78,188.8,189.11,26307700.0
2019-09-27,189.72,187.02,189.83,40773500.0
2019-09-26,189.83,189.38,190.0,26826000.0
2019-09-25,187.77,190.08,190.58,34704900.0
2019-09-24,191.36,187.97,191.78,40820700.0
2019-09-23,190.36,190.5,191.07,22485900.0
2019-09-20,193.11,190.8,193.3,29086100.0
2019-09-19,192.86,192.83,194.03,26039400.0
2019-09-18,192.19,192.52,192.6,29781300.0
2019-09-17,191.69,192.6,192.6,20953400.0
2019-09-16,191.3,191.67,192.08,20319000.0
2019-09-13,192.94,192.53,193.39,27669800.0
2019-09-12,193.61,193.22,194.71,28689900.0
2019-09-11,191.0,192.42,192.52,25063600.0
2019-09-10,190.16,190.63,190.74,23744700.0
2019-09-09,192.19,191.19,192.27,24407600.0
2019-09-06,192.1,191.58,192.16,19487800.0
2019-09-05,190.41,191.77,192.33,33932600.0
2019-09-04,187.44,188.33,188.49,21592100.0
2019-09-03,186.22,185.64,187.17,27964200.0
2019-08-30,188.92,187.47,188.97,26319800.0
2019-08-29,187.38,187.91,188.46,25358900.0
2019-08-28,183.83,185.08,185.39,21792400.0
2019-08-27,186.11,184.42,186.41,28012800.0
2019-08-26,184.13,184.82,184.86,27598900.0
2019-08-23,186.74,182.07,188.44,55372400.0
2019-08-22,188.97,188.02,189.46,24243700.0
2019-08-21,188.61,188.63,189.22,20418500.0
2019-08-20,187.96,186.97,188.63,19902900.0
2019-08-19,188.16,188.42,188.83,22494100.0
2019-08-16,184.21,185.47,185.94,32781400.0
2019-08-15,183.0,182.55,183.58,36685000.0
2019-08-14,185.36,182.75,185.94,51000500.0
2019-08-13,184.19,188.38,189.67,40241900.0
2019-08-12,185.33,184.35,185.89,24642900.0
2019-08-09,187.36,186.49,188.0,33608900.0
2019-08-08,185.08,188.25,188.32,38418100.0
2019-08-07,181.27,184.25,184.5,49990600.0
2019-08-06,182.39,183.25,183.8,41897200.0
2019-08-05,183.42,180.72,183.5,75040000.0
2019-08-02,188.72,187.35,188.99,55214000.0
