,Date,Open,Close,High,Volume,aggregate_sentiment_score,Movement,Daily_Return,Volatility,sentiment_volatility,sentiment_volatility_lag1,aggregate_sentiment_score_lag1,Close_lag1,High_lag1,Volume_lag1,Daily_Return_lag1,Volatility_lag1,Log_Return,garch_cond_variance,garch_cond_volatility,garch_residuals,garch_cond_variance_lag1,garch_cond_volatility_lag1,garch_residuals_lag1,garch_cond_variance_lag2,garch_cond_volatility_lag2,garch_residuals_lag2,garch_cond_variance_lag3,garch_cond_volatility_lag3,garch_residuals_lag3,garch_cond_variance_lag5,garch_cond_volatility_lag5,garch_residuals_lag5,garch_cond_variance_lag7,garch_cond_volatility_lag7,garch_residuals_lag7,rolling_cond_variance_3,rolling_cond_volatility_3,rolling_residuals_3,rolling_cond_variance_5,rolling_cond_volatility_5,rolling_residuals_5,rolling_cond_variance_7,rolling_cond_volatility_7,rolling_residuals_7
0,2007-08-01,1455.18,1465.81,1468.38,5256780000.0,-0.15,0,0.7242642258824761,1.2572018110415992,0.2702221308479378,0.2681417535558384,0.0,1455.27,1488.3,4524520000.0,-0.2515524970183924,0.9919569916787498,0.0072165402811302515,1.4405808376505116,1.2002419912878035,0.7216540281130251,,,,,,,,,,,,,,,,,,,,,,,,
1,2007-08-07,1467.61,1476.7,1488.3,4909390000.0,0.0,1,0.7429339409609881,1.384400810345061,0.2623356628443796,0.2702221308479378,-0.15,1465.81,1468.38,5256780000.0,0.7242642258824761,1.2572018110415992,0.00740187779812389,1.3116211202669026,1.1452602849426425,0.740187779812389,1.4405808376505116,1.2002419912878035,0.7216540281130251,,,,,,,,,,,,,,,,,,,,,
2,2007-08-10,1453.08,1453.64,1462.02,5345780000.0,-0.67,0,-1.5615900318277198,1.1598053289156427,0.367736318576232,0.2623356628443796,0.0,1476.7,1488.3,4909390000.0,0.7429339409609881,1.384400810345061,-0.015739112889750564,1.517073518063458,1.2316953836332496,-1.5739112889750564,1.3116211202669026,1.1452602849426425,0.740187779812389,1.4405808376505116,1.2002419912878035,0.7216540281130251,,,,,,,,,,1.4230918253269573,1.1923992199545652,-0.03735649368321411,,,,,,
3,2007-08-13,1453.42,1452.92,1466.29,3696280000.0,-0.2,0,-0.0495308329435117,0.9420091259156396,0.2753724750224684,0.367736318576232,-0.67,1453.64,1462.02,5345780000.0,-1.5615900318277198,1.1598053289156427,-0.000495431035125495,1.2867266725737705,1.1343397518264846,-0.0495431035125495,1.517073518063458,1.2316953836332496,-1.5739112889750564,1.3116211202669026,1.1452602849426425,0.740187779812389,1.4405808376505116,1.2002419912878035,0.7216540281130251,,,,,,,1.3718071036347104,1.1704318068007922,-0.2944222042250723,,,,,,
4,2007-08-14,1452.86,1426.54,1456.73,3814630000.0,-0.23,0,-1.8156539933375624,1.229444742777538,0.2508983858058876,0.2753724750224684,-0.2,1452.92,1466.29,3696280000.0,-0.0495308329435117,0.9420091259156396,-0.018323392635474025,1.6389516973004725,1.2802154886191905,-1.8323392635474025,1.2867266725737705,1.1343397518264846,-0.0495431035125495,1.517073518063458,1.2316953836332496,-1.5739112889750564,1.3116211202669026,1.1452602849426425,0.740187779812389,,,,,,,1.4809172959792338,1.215416874692975,-1.1519312186783361,1.438990769171023,1.1983505800618741,-0.3987903696219189,,,
5,2007-08-15,1426.15,1406.69,1440.78,4290930000.0,-0.1,0,-1.391478682686775,1.107263964834355,0.2568073207679252,0.2508983858058876,-0.23,1426.54,1456.73,3814630000.0,-1.8156539933375624,1.229444742777538,-0.01401250501727928,1.7052487908373632,1.3058517491803436,-1.401250501727928,1.6389516973004725,1.2802154886191905,-1.8323392635474025,1.2867266725737705,1.1343397518264846,-0.0495431035125495,1.517073518063458,1.2316953836332496,-1.5739112889750564,1.4405808376505116,1.2002419912878035,0.7216540281130251,,,,1.543642386903869,1.240135663208673,-1.0943776229292934,1.4919243598083933,1.2194725316403823,-0.8233712755901095,,,
6,2007-08-16,1406.64,1411.27,1415.96,6509300000.0,0.01,0,0.3255870163290986,0.967345011358395,0.2591717577206282,0.2568073207679252,-0.1,1406.69,1440.78,4290930000.0,-1.391478682686775,1.107263964834355,0.0032505812948341907,1.4594243291502098,1.208066359580553,0.32505812948341906,1.7052487908373632,1.3058517491803436,-1.401250501727928,1.6389516973004725,1.2802154886191905,-1.8323392635474025,1.2867266725737705,1.1343397518264846,-0.0495431035125495,1.3116211202669026,1.1452602849426425,0.740187779812389,,,,1.6012082724293484,1.2647111991266957,-0.9695105452639705,1.5214850015850547,1.2320337465679643,-0.9063972056559036,1.4799467094060983,1.2150958584386096,-0.43859203147915765
7,2007-08-17,1411.26,1445.93,1450.32,3570040000.0,0.0,0,2.4559439370212655,1.682838598114694,0.110589330407594,0.2591717577206282,0.01,1411.27,1415.96,6509300000.0,0.3255870163290986,0.967345011358395,0.024262704944747804,2.1916033057185422,1.4804064663863579,2.4262704944747804,1.4594243291502098,1.208066359580553,0.32505812948341906,1.7052487908373632,1.3058517491803436,-1.401250501727928,1.6389516973004725,1.2802154886191905,-1.8323392635474025,1.517073518063458,1.2316953836332496,-1.5739112889750564,1.4405808376505116,1.2002419912878035,0.7216540281130251,1.7854254752353718,1.331441525049085,0.4500260407434238,1.6563909591160715,1.2817759631185859,-0.10636084896593614,1.587235633415817,1.2551193548812603,-0.19507539342747832
8,2007-08-20,1445.93,1445.55,1451.75,3321340000.0,-0.05,0,-0.0262806636559198,1.6830278525588276,0.0976217188949263,0.110589330407594,0.0,1445.93,1450.32,3570040000.0,2.4559439370212655,1.682838598114694,-0.0002628411762749519,1.8455943843037483,1.3585265489874492,-0.026284117627495194,2.1916033057185422,1.4804064663863579,2.4262704944747804,1.4594243291502098,1.208066359580553,0.32505812948341906,1.7052487908373632,1.3058517491803436,-1.401250501727928,1.2867266725737705,1.1343397518264846,-0.0495431035125495,1.3116211202669026,1.1452602849426425,0.740187779812389,1.8322073397241667,1.3489997916514531,0.9083481687769014,1.7681645014620675,1.3266133225507788,-0.10170905178892528,1.6635175282782235,1.2855859640305183,-0.30457137877603324
9,2007-08-28,1466.71,1432.35,1466.71,3078090000.0,-1.13,1,-0.913147244993262,1.4889422883844528,0.4916604519381236,0.0976217188949263,-0.05,1445.55,1451.75,3321340000.0,-0.0262806636559198,1.6830278525588276,-0.009173419901084974,1.6948977923904112,1.3018824034414211,-0.9173419901084975,1.8455943843037483,1.3585265489874492,-0.026284117627495194,2.1916033057185422,1.4804064663863579,2.4262704944747804,1.4594243291502098,1.208066359580553,0.32505812948341906,1.6389516973004725,1.2802154886191905,-1.8323392635474025,1.517073518063458,1.2316953836332496,-1.5739112889750564,1.9106984941375673,1.380271806271743,0.4942147955795959,1.7793537204800551,1.3309467055152249,0.08129040289885572,1.6889209960392169,1.2956126811459714,-0.21077576465223904
